question,relevant_document_ids,categories,authors,year
In what ways can medical chatbots like ChatDoctor benefit from fine-tuning on large language models?,9914,cs.CL,"Yunxiang Li, Zihan Li, Kai Zhang, Ruilong Dan, Steve Jiang, You Zhang",2023
What advantages do meta-AI systems offer for personalized healthcare interactions?,9914,cs.CL,"Yunxiang Li, Zihan Li, Kai Zhang, Ruilong Dan, Steve Jiang, You Zhang",2023
How does CNN-FL integrate with Internet-of-BioNano Things in biotechnology applications?,19265,"cs.LG, eess.IV, q-bio.QM","Mohammad, Jamshidi, Dinh Thai Hoang, Diep N. Nguyen",2024
In what ways can digital twins enhance the capabilities of IoT devices in bioengineering fields?,19265,"cs.LG, eess.IV, q-bio.QM","Mohammad, Jamshidi, Dinh Thai Hoang, Diep N. Nguyen",2024
What techniques are employed by MuLA-GAN to improve underwater visibility for imaging systems?,6840,"cs.CV, eess.IV","Ahsan Baidar Bakht, Zikai Jia, Muhayy ud Din, Waseem Akram, Lyes Saad Soud, Lakmal Seneviratne, Defu Lin, Shaoming He, Irfan Hussain",2023
How does multi-level attention contribute to image clarity and quality in challenging environments?,6840,"cs.CV, eess.IV","Ahsan Baidar Bakht, Zikai Jia, Muhayy ud Din, Waseem Akram, Lyes Saad Soud, Lakmal Seneviratne, Defu Lin, Shaoming He, Irfan Hussain",2023
How do interactive imitation methods enhance the robustness of robotic learning processes?,20982,cs.RO,"Zhaoting Li, Rodrigo Pérez-Dattari, Robert Babuska, Cosimo Della Santina, Jens Kober",2025
What benefits can contrastive learning bring to behavior cloning techniques for robots?,20982,cs.RO,"Zhaoting Li, Rodrigo Pérez-Dattari, Robert Babuska, Cosimo Della Santina, Jens Kober",2025
In what ways does combining wavelet and cosine transforms improve sentence embedding efficiency?,9243,cs.CL,"Rana Salama, Abdou Youssef, Mona Diab",2025
How do these combined methods affect the performance of natural language processing tasks in medical contexts?,9243,cs.CL,"Rana Salama, Abdou Youssef, Mona Diab",2025
What challenges are faced when segmenting coronal brain tissue slabs for neuropathological studies?,8770,"cs.CV, cs.AI","Jonathan Williams Ramirez, Dina Zemlyanker, Lucas Deden-Binder, Rogeny Herisse, Erendira Garcia Pallares, Karthik Gopinath, Harshvardhan Gazula, Christopher Mount, Liana N. Kozanno, Michael S. Marshall, Theresa R. Connors, Matthew P. Frosch, Mark Montine, Derek H. Oakley, Christine L. Mac Donald, C. Dirk Keene, Bradley T. Hyman, Juan Eugenio Iglesias",2025
How does automated segmentation aid researchers and clinicians in analyzing three-dimensional neural structures?,8770,"cs.CV, cs.AI","Jonathan Williams Ramirez, Dina Zemlyanker, Lucas Deden-Binder, Rogeny Herisse, Erendira Garcia Pallares, Karthik Gopinath, Harshvardhan Gazula, Christopher Mount, Liana N. Kozanno, Michael S. Marshall, Theresa R. Connors, Matthew P. Frosch, Mark Montine, Derek H. Oakley, Christine L. Mac Donald, C. Dirk Keene, Bradley T. Hyman, Juan Eugenio Iglesias",2025
In what ways can RNN models predict optimal email send times to improve communication efficiency?,17089,"cs.LG, stat.ML","Harvineet Singh, Moumita Sinha, Atanu R. Sinha, Sahil Garg, Neha Banerjee",2020
What factors influence the decision of when to dispatch emails for maximum engagement or response rate?,17089,"cs.LG, stat.ML","Harvineet Singh, Moumita Sinha, Atanu R. Sinha, Sahil Garg, Neha Banerjee",2020
How do contemporary foundation models increase biological weapons risk?,13698,"cs.CY, cs.AI","Roger Brent, T. Greg McKelvey Jr",2025
What measures can mitigate the risks posed by advanced AI systems in biosecurity?,13698,"cs.CY, cs.AI","Roger Brent, T. Greg McKelvey Jr",2025
Can online reinforcement learning with offline data achieve active advantage alignment?,17735,"cs.LG, stat.ML","Xuefeng Liu, Hung T. C. Le, Siyu Chen, Rick Stevens, Zhuoran Yang, Matthew R. Walter, Yuxin Chen",2025
How does transfer learning contribute to aligning RL policies for diverse tasks?,17735,"cs.LG, stat.ML","Xuefeng Liu, Hung T. C. Le, Siyu Chen, Rick Stevens, Zhuoran Yang, Matthew R. Walter, Yuxin Chen",2025
What role do latent diffusion models play in generating behaviorally diverse policies?,16306,"cs.LG, cs.AI, cs.RO","Shashank Hegde, Sumeet Batra, K. R. Zentner, Gaurav S. Sukhatme",2023
Can policy diversity be quantified and optimized using LDMs effectively?,16306,"cs.LG, cs.AI, cs.RO","Shashank Hegde, Sumeet Batra, K. R. Zentner, Gaurav S. Sukhatme",2023
How can continual reinforcement learning improve HVAC systems control with hypernetwork integration?,13610,"cs.LG, cs.AI, cs.SY, eess.SY","Gautham Udayakumar Bekal, Ahmed Ghareeb, Ashish Pujari",2025
What benefits do transfer learning provide in the context of continuous RL for system controls?,13610,"cs.LG, cs.AI, cs.SY, eess.SY","Gautham Udayakumar Bekal, Ahmed Ghareeb, Ashish Pujari",2025
Does dynamic learning rate scheduling enhance neural network training and PINNs performance?,3589,"cs.CE, cs.LG, 34A06, G.1.6; I.6.4; J.2","D. Veerababu, Ashwin A. Raikar, Prasanta K. Ghosh",2025
How does image classification benefit from a variable learning rate during deep learning processes?,3589,"cs.CE, cs.LG, 34A06, G.1.6; I.6.4; J.2","D. Veerababu, Ashwin A. Raikar, Prasanta K. Ghosh",2025
What computational benefits arise from multimodal learning approaches in AI research?,3334,"cs.LG, cs.AI",Zhou Lu,2023
Can integrating multiple data modalities improve neural network generalization and robustness?,3334,"cs.LG, cs.AI",Zhou Lu,2023
How does the Mandarin stuttered speech dataset aid ASR development for detecting stuttering events?,14484,"cs.SD, cs.AI, eess.AS","Rong Gong, Hongfei Xue, Lezhi Wang, Xin Xu, Qisheng Li, Lei Xie, Hui Bu, Shaomei Wu, Jiaming Zhou, Yong Qin, Binbin Zhang, Jun Du, Jia Bin, Ming Li",2024
What challenges do automatic speech recognition systems face with non-standardized speech patterns like stuttering?,14484,"cs.SD, cs.AI, eess.AS","Rong Gong, Hongfei Xue, Lezhi Wang, Xin Xu, Qisheng Li, Lei Xie, Hui Bu, Shaomei Wu, Jiaming Zhou, Yong Qin, Binbin Zhang, Jun Du, Jia Bin, Ming Li",2024
What insights into transformer models does the theoretical Hessian analysis provide regarding their explainability?,16749,"cs.LG, stat.ML","Weronika Ormaniec, Felix Dangel, Sidak Pal Singh",2024
How can understanding a model's internal workings improve its transparency and trustworthiness in AI applications?,16749,"cs.LG, stat.ML","Weronika Ormaniec, Felix Dangel, Sidak Pal Singh",2024
In what ways do contextualized recommender systems enhance user experience compared to traditional models?,15094,"cs.IR, cs.AI","Yao Zhou, Haonan Wang, Jingrui He, Haixun Wang",2021
What are the ethical implications of explainability in personalizing content through advanced recommendation algorithms?,15094,"cs.IR, cs.AI","Yao Zhou, Haonan Wang, Jingrui He, Haixun Wang",2021
"Why might specialized foundation models struggle against supervised baselines, and what can be done about it?",3070,"cs.LG, cs.AI, cs.CV, q-bio.GN","Zongzhe Xu, Ritvik Gupta, Wenduo Cheng, Alexander Shen, Junhong Shen, Ameet Talwalkar, Mikhail Khodak",2024
How do performance metrics for RL systems compare when using different types of learning paradigms (supervised vs. reinforcement)?,3070,"cs.LG, cs.AI, cs.CV, q-bio.GN","Zongzhe Xu, Ritvik Gupta, Wenduo Cheng, Alexander Shen, Junhong Shen, Ameet Talwalkar, Mikhail Khodak",2024
How does vision transformer architecture influence neuron path discovery in visual processing?,516,"cs.CV, cs.AI, cs.LG","Yifan Wang, Yifei Liu, Yingdong Shi, Changming Li, Anqi Pang, Sibei Yang, Jingyi Yu, Kan Ren",2025
What role do influential neurons play within the Vision Transformer framework for image analysis tasks?,516,"cs.CV, cs.AI, cs.LG","Yifan Wang, Yifei Liu, Yingdong Shi, Changming Li, Anqi Pang, Sibei Yang, Jingyi Yu, Kan Ren",2025
Can residual transormers improve birth weight prediction from fetal ultrasound videos effectively?,19188,"eess.IV, cs.CV, cs.LG","Szymon Płotka, Michal K. Grzeszczyk, Robert Brawura-Biskupski-Samaha, Paweł Gutaj, Michał Lipa, Tomasz Trzciński, Arkadiusz Sitek",2022
How does BabyNet's self-alignment mechanism reduce ASR model delay during streaming applications?,19188,"eess.IV, cs.CV, cs.LG","Szymon Płotka, Michal K. Grzeszczyk, Robert Brawura-Biskupski-Samaha, Paweł Gutaj, Michał Lipa, Tomasz Trzciński, Arkadiusz Sitek",2022
What techniques are used to minimize latency in speech recognition models with Self Alignment methods?,14634,"eess.AS, cs.AI, cs.CL, cs.SD","Jaeyoung Kim, Han Lu, Anshuman Tripathi, Qian Zhang, Hasim Sak",2021
Does the reduction of Streaming ASR Model Delay impact real-time communication systems positively?,14634,"eess.AS, cs.AI, cs.CL, cs.SD","Jaeyoung Kim, Han Lu, Anshuman Tripathi, Qian Zhang, Hasim Sak",2021
How do tactile sensors contribute differently compared to other types when used for representation learning via Transferable Tactile Transformers?,20782,"cs.RO, cs.CV, cs.LG","Jialiang Zhao, Yuxiang Ma, Lirui Wang, Edward H. Adelson",2024
What challenges arise in transferring learned representations across diverse sensor modalities and tasks using this approach?,20782,"cs.RO, cs.CV, cs.LG","Jialiang Zhao, Yuxiang Ma, Lirui Wang, Edward H. Adelson",2024
In what ways does bird species classification benefit from multistage training with transfer learning techniques?,8142,"cs.CV, cs.LG","Sourya Dipta Das, Akash Kumar",2018
How do Transfer Learning methods enhance the accuracy of classifying birds based on their audio-visual characteristics in diverse environments?,8142,"cs.CV, cs.LG","Sourya Dipta Das, Akash Kumar",2018
What advantages does MobileRAG offer for mobile agents when integrated with Retrieval-Augmented Generation systems?,9157,"cs.CL, cs.CV","Gowen Loo, Chang Liu, Qinghong Yin, Xiang Chen, Jiawei Chen, Jingyuan Zhang, Yu Tian",2025
Can enhancing a mobile agent's capabilities lead to more efficient information retrieval and generation processes on the go?,9157,"cs.CL, cs.CV","Gowen Loo, Chang Liu, Qinghong Yin, Xiang Chen, Jiawei Chen, Jingyuan Zhang, Yu Tian",2025
How do neural dynamics during speech production affect language modeling in state space variational autoencoders?,22405,"cs.NE, cs.HC, cs.LG","Pengfei Sun, David A. Moses, Edward Chang",2019
What insights can be gained about human speech patterns through this specific VAE approach to temporal data analysis?,22405,"cs.NE, cs.HC, cs.LG","Pengfei Sun, David A. Moses, Edward Chang",2019
In what ways does the Self-Reinforcement Attention Mechanism improve tabular learning in machine intelligence systems?,1599,cs.LG,"Kodjo Mawuena Amekoe, Mohamed Djallel Dilmi, Hanene Azzag, Mustapha Lebbah, Zaineb Chelly Dagdia, Gregoire Jaffre",2023
How do these mechanisms facilitate better decision making and prediction accuracy within self-reinforcing models for data analysis tasks?,1599,cs.LG,"Kodjo Mawuena Amekoe, Mohamed Djallel Dilmi, Hanene Azzag, Mustapha Lebbah, Zaineb Chelly Dagdia, Gregoire Jaffre",2023
What are the key challenges of achieving accurate panoptic segmentation across different sensors in real orchard environments using a hierarchical approach?,21444,"cs.CV, cs.RO","Matteo Sodano, Federico Magistri, Elias Marks, Fares Hosn, Aibek Zurbayev, Rodrigo Marcuzzi, Meher V. R. Malladi, Jens Behley, Cyrill Stachniss",2025
How does integrating various sensor inputs enhance the robustness and precision of 3D Panoptic Segmentation methods for agricultural monitoring purposes?,21444,"cs.CV, cs.RO","Matteo Sodano, Federico Magistri, Elias Marks, Fares Hosn, Aibek Zurbayev, Rodrigo Marcuzzi, Meher V. R. Malladi, Jens Behley, Cyrill Stachniss",2025
What factors determine if an MDP policy will successfully reach a user-specified behavior target in robotic systems?,18233,"cs.LG, stat.ME, stat.ML","Alexander Guyer, Thomas G. Dietterich",2022
"How can predictive models assess the probability of achieving desired goals within complex, dynamic environments using reinforcement learning strategies?",18233,"cs.LG, stat.ME, stat.ML","Alexander Guyer, Thomas G. Dietterich",2022
How does CIResDiff model predict IPF progression?,15837,"eess.IV, cs.AI, cs.CV","Caiwen Jiang, Xiaodan Xing, Zaixin Ou, Mianxin Liu, Walsh Simon, Guang Yang, Dinggang Shen",2024
What clinical factors are considered in the residual diffusion model for IPF?,15837,"eess.IV, cs.AI, cs.CV","Caiwen Jiang, Xiaodan Xing, Zaixin Ou, Mianxin Liu, Walsh Simon, Guang Yang, Dinggang Shen",2024
Can LLMs improve question answering with answer sets learning?,16479,"cs.AI, cs.CL, cs.LO","Manuel Borroto, Katie Gallagher, Antonio Ielo, Irfan Kareem, Francesco Ricca, Alessandra Russo",2025
"How do inverse-domain GANs affect rate, distortion and perception tradeoff?",16479,"cs.AI, cs.CL, cs.LO","Manuel Borroto, Katie Gallagher, Antonio Ielo, Irfan Kareem, Francesco Ricca, Alessandra Russo",2025
What is the role of privacy risk scoring in recommender systems' security?,1743,"cs.LG, cs.AI, cs.CV, cs.IT, math.IT, math.PR","Junli Fang, João F. C. Mota, Baoshan Lu, Weicheng Zhang, Xuemin Hong",2023
How does RecPS handle different levels of data sensitivity within a system?,1743,"cs.LG, cs.AI, cs.CV, cs.IT, math.IT, math.PR","Junli Fang, João F. C. Mota, Baoshan Lu, Weicheng Zhang, Xuemin Hong",2023
In what ways can Privacy Risk Scoring enhance user trust in Recommender Systems?,14793,"cs.IR, cs.AI, cs.CR","Jiajie He, Yuechun Gu, Keke Chen",2025
What are the implications for personalized content delivery with privacy risk scoring applied?,14793,"cs.IR, cs.AI, cs.CR","Jiajie He, Yuechun Gu, Keke Chen",2025
How might large language models impact medical diagnosis accuracy and reliability?,12803,"cs.CY, cs.AI","Bonam Mingole, Aditya Majumdar, Firdaus Ahmed Choudhury, Jennifer L. Kraschnewski, Shyam S. Sundar, Amulya Yadav",2025
Are there ethical considerations when using LLMs in clinical settings like Dr. GPT's approach suggests?,12803,"cs.CY, cs.AI","Bonam Mingole, Aditya Majumdar, Firdaus Ahmed Choudhury, Jennifer L. Kraschnewski, Shyam S. Sundar, Amulya Yadav",2025
What challenges does semi-supervised learning face for fetal head segmentation on ultrasound images?,8692,"cs.CV, cs.AI","Linkuan Zhou, Zhexin Chen, Yufei Shen, Junlin Xu, Ping Xuan, Yixin Zhu, Yuqi Fang, Cong Cong, Leyi Wei, Ran Su, Jia Zhou, Qiangguo Jin",2025
How effective is the ERSR framework at improving accuracy with limited labeled data in this context?,8692,"cs.CV, cs.AI","Linkuan Zhou, Zhexin Chen, Yufei Shen, Junlin Xu, Ping Xuan, Yixin Zhu, Yuqi Fang, Cong Cong, Leyi Wei, Ran Su, Jia Zhou, Qiangguo Jin",2025
In what ways can cell ontology guide transcriptome analysis and modeling?,3184,"cs.LG, cs.AI","Xinyu Yuan, Zhihao Zhan, Zuobai Zhang, Manqi Zhou, Jianan Zhao, Boyu Han, Yue Li, Jian Tang",2024
What are potential applications of a foundation model for understanding gene expression patterns across tissues?,3184,"cs.LG, cs.AI","Xinyu Yuan, Zhihao Zhan, Zuobai Zhang, Manqi Zhou, Jianan Zhao, Boyu Han, Yue Li, Jian Tang",2024
How does ToFe improve efficiency in vision transformer inference without token freezing?,469,"cs.CV, cs.LG","Haoyue Zhang, Jie Zhang, Song Guo",2025
Can the lagged token reuse approach be applied to other areas beyond image processing tasks?,469,"cs.CV, cs.LG","Haoyue Zhang, Jie Zhang, Song Guo",2025
What are potential privacy risks when using federated diffusion models for data analysis?,15940,"cs.AI, cs.CR, cs.CV","Jiyue Huang, Chi Hong, Lydia Y. Chen, Stefanie Roos",2024
How does gradient inversion contribute to model security and user trust within a federated learning environment?,15940,"cs.AI, cs.CR, cs.CV","Jiyue Huang, Chi Hong, Lydia Y. Chen, Stefanie Roos",2024
Why is the use of hard negative neighbors important for training robust temporal GNNs?,828,"cs.LG, cs.IR","Shubham Gupta, Srikanta Bedathur",2024
What impact do these techniques have on long-term predictive performance of Temporal Graph Neural Networks (GNNs)?,828,"cs.LG, cs.IR","Shubham Gupta, Srikanta Bedathur",2024
How does BRIDGE optimize time-series generation using multi-agent systems?,12427,"cs.LG, cs.CL, cs.MA","Hao Li, Yu-Hao Huang, Chang Xu, Viktor Schlegel, Renhe Jiang, Riza Batista-Navarro, Goran Nenadic, Jiang Bian",2025
What role do diffusion models play in the article's proposed methodology?,12427,"cs.LG, cs.CL, cs.MA","Hao Li, Yu-Hao Huang, Chang Xu, Viktor Schlegel, Renhe Jiang, Riza Batista-Navarro, Goran Nenadic, Jiang Bian",2025
"Can counterfactual data augmentation improve NLI model robustness, as suggested by this study?",10412,"cs.CL, cs.AI","Heerin Yang, Sseung-won Hwang, Jungmin So",2024
How does contrastive learning contribute to relation-based Counterfactual Data Augmentation (CFDA)?,10412,"cs.CL, cs.AI","Heerin Yang, Sseung-won Hwang, Jungmin So",2024
